5,30
3,20,8,9,0,-1,-1,14,-1
26,1,29,22,19,25,-1,15,-1
23,6,4,12,24,7,27,-1,-1
10,11,16,28,21,17,-1,-1,-1
5,18,13,2,-1,-1,-1,-1,-1
